183.59756097561,221.90243902439,117.5
185.90243902439,222.09756097561,117
188.207317073171,222.292682926829,116.5
190.512195121951,222.487804878049,116
192.817073170732,222.682926829268,115.5
195.121951219512,222.878048780488,115
197.426829268293,223.073170731707,114.5
199.731707317073,223.268292682927,114
202.036585365854,223.463414634146,113.5
204.341463414634,223.658536585366,113
206.646341463415,223.853658536585,112.5
208.951219512195,224.048780487805,112
211.256097560976,224.243902439024,111.5
213.560975609756,224.439024390244,111
215.865853658537,224.634146341463,110.5
218.170731707317,224.829268292683,110
220.475609756098,225.024390243902,109.5
222.780487804878,225.219512195122,109
225.085365853659,225.414634146341,108.5
227.390243902439,225.609756097561,108
229.69512195122,225.80487804878,107.5
232,226,107
232.540540540541,226.486486486486,106.486486486486
233.081081081081,226.972972972973,105.972972972973
233.621621621622,227.459459459459,105.459459459459
234.162162162162,227.945945945946,104.945945945946
234.702702702703,228.432432432432,104.432432432432
235.243243243243,228.918918918919,103.918918918919
